"Date","Open","High","Low","Close"
"27 Apr 2023","-","-","-","2125.46"
"26 Apr 2023","-","-","-","2125.06"
"25 Apr 2023","-","-","-","2124.67"
"24 Apr 2023","-","-","-","2124.28"
"21 Apr 2023","-","-","-","2123.11"
"20 Apr 2023","-","-","-","2122.72"
"19 Apr 2023","-","-","-","2122.34"
"18 Apr 2023","-","-","-","2121.96"
"17 Apr 2023","-","-","-","2121.58"
"13 Apr 2023","-","-","-","2120.10"
"12 Apr 2023","-","-","-","2119.73"
"11 Apr 2023","-","-","-","2119.37"
"10 Apr 2023","-","-","-","2119.00"
"06 Apr 2023","-","-","-","2117.52"
"05 Apr 2023","-","-","-","2117.15"
"03 Apr 2023","-","-","-","2116.43"
"31 Mar 2023","-","-","-","2115.26"
"29 Mar 2023","-","-","-","2114.47"
"28 Mar 2023","-","-","-","2114.08"
"27 Mar 2023","-","-","-","2113.69"
"24 Mar 2023","-","-","-","2112.55"
"23 Mar 2023","-","-","-","2112.17"
"22 Mar 2023","-","-","-","2111.79"
"21 Mar 2023","-","-","-","2111.41"
"20 Mar 2023","-","-","-","2111.02"
"17 Mar 2023","-","-","-","2109.86"
"16 Mar 2023","-","-","-","2109.47"
"15 Mar 2023","-","-","-","2109.09"
"14 Mar 2023","-","-","-","2108.73"
"13 Mar 2023","-","-","-","2108.37"
"10 Mar 2023","-","-","-","2107.29"
"09 Mar 2023","-","-","-","2106.93"
"08 Mar 2023","-","-","-","2106.57"
"06 Mar 2023","-","-","-","2105.84"
"03 Mar 2023","-","-","-","2104.76"
"02 Mar 2023","-","-","-","2104.40"
"01 Mar 2023","-","-","-","2104.04"
"28 Feb 2023","-","-","-","2103.68"
"27 Feb 2023","-","-","-","2103.30"
"24 Feb 2023","-","-","-","2102.15"
"23 Feb 2023","-","-","-","2101.76"
"22 Feb 2023","-","-","-","2101.40"
"21 Feb 2023","-","-","-","2101.02"
"20 Feb 2023","-","-","-","2100.65"
"17 Feb 2023","-","-","-","2099.54"
"16 Feb 2023","-","-","-","2099.18"
"15 Feb 2023","-","-","-","2098.82"
"14 Feb 2023","-","-","-","2098.46"
"13 Feb 2023","-","-","-","2098.10"
"10 Feb 2023","-","-","-","2096.98"
"09 Feb 2023","-","-","-","2096.61"
"08 Feb 2023","-","-","-","2096.22"
"07 Feb 2023","-","-","-","2095.85"
"06 Feb 2023","-","-","-","2095.51"
"03 Feb 2023","-","-","-","2094.47"
"02 Feb 2023","-","-","-","2094.13"
"01 Feb 2023","-","-","-","2093.78"
"31 Jan 2023","-","-","-","2093.43"
"30 Jan 2023","-","-","-","2093.06"
"27 Jan 2023","-","-","-","2091.95"
"25 Jan 2023","-","-","-","2091.21"
"24 Jan 2023","-","-","-","2090.85"
"23 Jan 2023","-","-","-","2090.47"
"20 Jan 2023","-","-","-","2089.39"
"19 Jan 2023","-","-","-","2089.03"
"18 Jan 2023","-","-","-","2088.69"
"17 Jan 2023","-","-","-","2088.34"
"16 Jan 2023","-","-","-","2087.99"
"13 Jan 2023","-","-","-","2086.94"
"12 Jan 2023","-","-","-","2086.59"
"11 Jan 2023","-","-","-","2086.25"
"10 Jan 2023","-","-","-","2085.91"
"09 Jan 2023","-","-","-","2085.57"
"06 Jan 2023","-","-","-","2084.54"
"05 Jan 2023","-","-","-","2084.20"
"04 Jan 2023","-","-","-","2083.86"
"03 Jan 2023","-","-","-","2083.52"
"02 Jan 2023","-","-","-","2083.18"
"30 Dec 2022","-","-","-","2082.09"
"29 Dec 2022","-","-","-","2081.72"
"27 Dec 2022","-","-","-","2081.01"
"26 Dec 2022","-","-","-","2080.65"
"23 Dec 2022","-","-","-","2079.56"
"22 Dec 2022","-","-","-","2079.20"
"21 Dec 2022","-","-","-","2078.83"
"20 Dec 2022","-","-","-","2078.46"
"19 Dec 2022","-","-","-","2078.10"
"16 Dec 2022","-","-","-","2077.00"
"15 Dec 2022","-","-","-","2076.64"
"14 Dec 2022","-","-","-","2076.29"
"13 Dec 2022","-","-","-","2075.95"
"12 Dec 2022","-","-","-","2075.61"
"09 Dec 2022","-","-","-","2074.59"
"08 Dec 2022","-","-","-","2074.25"
"07 Dec 2022","-","-","-","2073.91"
"06 Dec 2022","-","-","-","2073.57"
"05 Dec 2022","-","-","-","2073.25"
"02 Dec 2022","-","-","-","2072.29"
"01 Dec 2022","-","-","-","2071.97"
"30 Nov 2022","-","-","-","2071.65"
"29 Nov 2022","-","-","-","2071.33"
"28 Nov 2022","-","-","-","2071.01"
"25 Nov 2022","-","-","-","2069.97"
"24 Nov 2022","-","-","-","2069.63"
"23 Nov 2022","-","-","-","2069.28"
"22 Nov 2022","-","-","-","2068.93"
"21 Nov 2022","-","-","-","2068.58"
"18 Nov 2022","-","-","-","2067.58"
"17 Nov 2022","-","-","-","2067.25"
"16 Nov 2022","-","-","-","2066.93"
"15 Nov 2022","-","-","-","2066.61"
"14 Nov 2022","-","-","-","2066.29"
"11 Nov 2022","-","-","-","2065.32"
"10 Nov 2022","-","-","-","2065.00"
"09 Nov 2022","-","-","-","2064.68"
"07 Nov 2022","-","-","-","2064.02"
"04 Nov 2022","-","-","-","2063.04"
"03 Nov 2022","-","-","-","2062.72"
"02 Nov 2022","-","-","-","2062.40"
"01 Nov 2022","-","-","-","2062.08"
"31 Oct 2022","-","-","-","2061.75"
"28 Oct 2022","-","-","-","2060.71"
"27 Oct 2022","-","-","-","2060.36"
"25 Oct 2022","-","-","-","2059.67"
"24 Oct 2022","-","-","-","2059.32"
"21 Oct 2022","-","-","-","2058.29"
"20 Oct 2022","-","-","-","2057.94"
"19 Oct 2022","-","-","-","2057.60"
"18 Oct 2022","-","-","-","2057.26"
"17 Oct 2022","-","-","-","2056.92"
"14 Oct 2022","-","-","-","2055.90"
"13 Oct 2022","-","-","-","2055.57"
"12 Oct 2022","-","-","-","2055.22"
"11 Oct 2022","-","-","-","2054.87"
"10 Oct 2022","-","-","-","2054.53"
"07 Oct 2022","-","-","-","2053.52"
"06 Oct 2022","-","-","-","2053.18"
"04 Oct 2022","-","-","-","2052.55"
"30 Sep 2022","-","-","-","2051.25"
"29 Sep 2022","-","-","-","2050.91"
"28 Sep 2022","-","-","-","2050.59"
"27 Sep 2022","-","-","-","2050.28"
"26 Sep 2022","-","-","-","2049.96"
"23 Sep 2022","-","-","-","2049.04"
"22 Sep 2022","-","-","-","2048.73"
"21 Sep 2022","-","-","-","2048.42"
"20 Sep 2022","-","-","-","2048.10"
"19 Sep 2022","-","-","-","2047.79"
"16 Sep 2022","-","-","-","2046.85"
"15 Sep 2022","-","-","-","2046.54"
"14 Sep 2022","-","-","-","2046.24"
"13 Sep 2022","-","-","-","2045.95"
"12 Sep 2022","-","-","-","2045.66"
"09 Sep 2022","-","-","-","2044.79"
"08 Sep 2022","-","-","-","2044.50"
"07 Sep 2022","-","-","-","2044.21"
"06 Sep 2022","-","-","-","2043.92"
"05 Sep 2022","-","-","-","2043.64"
"02 Sep 2022","-","-","-","2042.77"
"01 Sep 2022","-","-","-","2042.49"
"30 Aug 2022","-","-","-","2041.88"
"29 Aug 2022","-","-","-","2041.57"
"26 Aug 2022","-","-","-","2040.69"
"25 Aug 2022","-","-","-","2040.40"
"24 Aug 2022","-","-","-","2040.11"
"23 Aug 2022","-","-","-","2039.82"
"22 Aug 2022","-","-","-","2039.53"
"19 Aug 2022","-","-","-","2038.66"
"18 Aug 2022","-","-","-","2038.37"
"17 Aug 2022","-","-","-","2038.08"
"16 Aug 2022","-","-","-","2037.79"
"12 Aug 2022","-","-","-","2036.61"
"11 Aug 2022","-","-","-","2036.32"
"10 Aug 2022","-","-","-","2036.04"
"08 Aug 2022","-","-","-","2035.46"
"05 Aug 2022","-","-","-","2034.61"
"04 Aug 2022","-","-","-","2034.33"
"03 Aug 2022","-","-","-","2034.08"
"02 Aug 2022","-","-","-","2033.83"
"01 Aug 2022","-","-","-","2033.58"
"29 Jul 2022","-","-","-","2032.76"
"28 Jul 2022","-","-","-","2032.48"
"27 Jul 2022","-","-","-","2032.20"
"26 Jul 2022","-","-","-","2031.91"
"25 Jul 2022","-","-","-","2031.62"
"22 Jul 2022","-","-","-","2030.76"
"21 Jul 2022","-","-","-","2030.48"
"20 Jul 2022","-","-","-","2030.20"
"19 Jul 2022","-","-","-","2029.93"
"18 Jul 2022","-","-","-","2029.66"
"15 Jul 2022","-","-","-","2028.86"
"14 Jul 2022","-","-","-","2028.59"
"13 Jul 2022","-","-","-","2028.33"
"12 Jul 2022","-","-","-","2028.07"
"11 Jul 2022","-","-","-","2027.81"
"08 Jul 2022","-","-","-","2027.01"
"07 Jul 2022","-","-","-","2026.75"
"06 Jul 2022","-","-","-","2026.49"
"05 Jul 2022","-","-","-","2026.23"
"04 Jul 2022","-","-","-","2025.98"
"01 Jul 2022","-","-","-","2025.19"
"30 Jun 2022","-","-","-","2024.92"
"29 Jun 2022","-","-","-","2024.66"
"28 Jun 2022","-","-","-","2024.40"
"27 Jun 2022","-","-","-","2024.14"
"24 Jun 2022","-","-","-","2023.35"
"23 Jun 2022","-","-","-","2023.08"
"22 Jun 2022","-","-","-","2022.82"
"21 Jun 2022","-","-","-","2022.56"
"20 Jun 2022","-","-","-","2022.30"
"17 Jun 2022","-","-","-","2021.52"
"16 Jun 2022","-","-","-","2021.26"
"15 Jun 2022","-","-","-","2021.01"
"14 Jun 2022","-","-","-","2020.75"
"13 Jun 2022","-","-","-","2020.50"
"10 Jun 2022","-","-","-","2019.75"
"09 Jun 2022","-","-","-","2019.50"
"08 Jun 2022","-","-","-","2019.25"
"07 Jun 2022","-","-","-","2019.00"
"06 Jun 2022","-","-","-","2018.77"
"03 Jun 2022","-","-","-","2018.10"
"02 Jun 2022","-","-","-","2017.88"
"01 Jun 2022","-","-","-","2017.65"
"31 May 2022","-","-","-","2017.42"
"30 May 2022","-","-","-","2017.19"
"27 May 2022","-","-","-","2016.50"
"26 May 2022","-","-","-","2016.27"
"25 May 2022","-","-","-","2016.04"
"24 May 2022","-","-","-","2015.81"
"23 May 2022","-","-","-","2015.58"
"20 May 2022","-","-","-","2014.89"
"19 May 2022","-","-","-","2014.66"
"18 May 2022","-","-","-","2014.44"
"17 May 2022","-","-","-","2014.21"
"16 May 2022","-","-","-","2013.99"
"13 May 2022","-","-","-","2013.32"
"12 May 2022","-","-","-","2013.10"
"11 May 2022","-","-","-","2012.87"
"10 May 2022","-","-","-","2012.65"
"09 May 2022","-","-","-","2012.43"
"06 May 2022","-","-","-","2011.76"
"05 May 2022","-","-","-","2011.53"
"04 May 2022","-","-","-","2011.30"
"02 May 2022","-","-","-","2010.89"
"29 Apr 2022","-","-","-","2010.25"
"28 Apr 2022","-","-","-","2010.03"
"27 Apr 2022","-","-","-","2009.82"
"26 Apr 2022","-","-","-","2009.61"
"25 Apr 2022","-","-","-","2009.41"
"22 Apr 2022","-","-","-","2008.79"
"21 Apr 2022","-","-","-","2008.58"
"20 Apr 2022","-","-","-","2008.38"
"19 Apr 2022","-","-","-","2008.18"
"18 Apr 2022","-","-","-","2007.99"
"13 Apr 2022","-","-","-","2006.98"
"12 Apr 2022","-","-","-","2006.78"
"11 Apr 2022","-","-","-","2006.58"
"08 Apr 2022","-","-","-","2006.02"
"07 Apr 2022","-","-","-","2005.84"
"06 Apr 2022","-","-","-","2005.65"
"05 Apr 2022","-","-","-","2005.47"
"04 Apr 2022","-","-","-","2005.28"
"01 Apr 2022","-","-","-","2004.71"
"31 Mar 2022","-","-","-","2004.51"
"30 Mar 2022","-","-","-","2004.31"
"29 Mar 2022","-","-","-","2004.13"
"28 Mar 2022","-","-","-","2003.94"
"25 Mar 2022","-","-","-","2003.40"
"24 Mar 2022","-","-","-","2003.22"
"23 Mar 2022","-","-","-","2003.03"
"22 Mar 2022","-","-","-","2002.83"
"21 Mar 2022","-","-","-","2002.64"
"17 Mar 2022","-","-","-","2001.87"
"16 Mar 2022","-","-","-","2001.67"
"15 Mar 2022","-","-","-","2001.49"
"14 Mar 2022","-","-","-","2001.31"
"11 Mar 2022","-","-","-","2000.78"
"10 Mar 2022","-","-","-","2000.60"
"09 Mar 2022","-","-","-","2000.39"
"08 Mar 2022","-","-","-","2000.20"
"07 Mar 2022","-","-","-","2000.01"
"04 Mar 2022","-","-","-","1999.45"
"23 Feb 2022","-","-","-","1997.84"
"22 Feb 2022","-","-","-","1997.65"
"21 Feb 2022","-","-","-","1997.46"
"18 Feb 2022","-","-","-","1996.90"
"17 Feb 2022","-","-","-","1996.72"
"16 Feb 2022","-","-","-","1996.54"
"15 Feb 2022","-","-","-","1996.37"
"14 Feb 2022","-","-","-","1996.18"
"11 Feb 2022","-","-","-","1995.64"
"10 Feb 2022","-","-","-","1995.46"
"09 Feb 2022","-","-","-","1995.27"
"08 Feb 2022","-","-","-","1995.08"
"07 Feb 2022","-","-","-","1994.90"
"04 Feb 2022","-","-","-","1994.35"
"03 Feb 2022","-","-","-","1994.17"
"02 Feb 2022","-","-","-","1993.99"
"01 Feb 2022","-","-","-","1993.80"
"31 Jan 2022","-","-","-","1993.61"
"28 Jan 2022","-","-","-","1993.06"
"27 Jan 2022","-","-","-","1992.88"
"25 Jan 2022","-","-","-","1992.44"
"24 Jan 2022","-","-","-","1992.23"
"21 Jan 2022","-","-","-","1991.54"
"20 Jan 2022","-","-","-","1991.31"
"19 Jan 2022","-","-","-","1991.08"
"18 Jan 2022","-","-","-","1990.86"
"17 Jan 2022","-","-","-","1990.66"
"14 Jan 2022","-","-","-","1990.10"
"13 Jan 2022","-","-","-","1989.91"
"12 Jan 2022","-","-","-","1989.73"
"11 Jan 2022","-","-","-","1989.55"
"10 Jan 2022","-","-","-","1989.36"
"07 Jan 2022","-","-","-","1988.81"
"06 Jan 2022","-","-","-","1988.63"
"05 Jan 2022","-","-","-","1988.45"
"04 Jan 2022","-","-","-","1988.28"
"03 Jan 2022","-","-","-","1988.11"
"31 Dec 2021","-","-","-","1987.55"
"30 Dec 2021","-","-","-","1987.37"
"29 Dec 2021","-","-","-","1987.18"
"28 Dec 2021","-","-","-","1987.00"
"27 Dec 2021","-","-","-","1986.81"
"24 Dec 2021","-","-","-","1986.24"
"23 Dec 2021","-","-","-","1986.05"
"22 Dec 2021","-","-","-","1985.86"
"21 Dec 2021","-","-","-","1985.67"
"20 Dec 2021","-","-","-","1985.48"
"17 Dec 2021","-","-","-","1984.90"
"16 Dec 2021","-","-","-","1984.70"
"15 Dec 2021","-","-","-","1984.50"
"14 Dec 2021","-","-","-","1984.31"
"13 Dec 2021","-","-","-","1984.13"
"10 Dec 2021","-","-","-","1983.59"
"09 Dec 2021","-","-","-","1983.41"
"08 Dec 2021","-","-","-","1983.23"
"07 Dec 2021","-","-","-","1983.05"
"06 Dec 2021","-","-","-","1982.87"
"03 Dec 2021","-","-","-","1982.32"
"02 Dec 2021","-","-","-","1982.13"
"01 Dec 2021","-","-","-","1981.96"
"30 Nov 2021","-","-","-","1981.78"
"29 Nov 2021","-","-","-","1981.60"
"26 Nov 2021","-","-","-","1981.06"
"25 Nov 2021","-","-","-","1980.89"
"24 Nov 2021","-","-","-","1980.71"
"23 Nov 2021","-","-","-","1980.53"
"22 Nov 2021","-","-","-","1980.34"
"18 Nov 2021","-","-","-","1979.53"
"17 Nov 2021","-","-","-","1979.33"
"16 Nov 2021","-","-","-","1979.16"
"15 Nov 2021","-","-","-","1978.98"
"12 Nov 2021","-","-","-","1978.45"
"11 Nov 2021","-","-","-","1978.27"
"10 Nov 2021","-","-","-","1978.10"
"09 Nov 2021","-","-","-","1977.92"
"08 Nov 2021","-","-","-","1977.74"
"04 Nov 2021","-","-","-","1977.00"
"03 Nov 2021","-","-","-","1976.81"
"02 Nov 2021","-","-","-","1976.62"
"01 Nov 2021","-","-","-","1976.44"
"29 Oct 2021","-","-","-","1975.90"
"28 Oct 2021","-","-","-","1975.72"
"27 Oct 2021","-","-","-","1975.54"
"26 Oct 2021","-","-","-","1975.36"
"25 Oct 2021","-","-","-","1975.18"
"22 Oct 2021","-","-","-","1974.63"
"21 Oct 2021","-","-","-","1974.44"
"20 Oct 2021","-","-","-","1974.26"
"19 Oct 2021","-","-","-","1974.08"
"18 Oct 2021","-","-","-","1973.91"
"14 Oct 2021","-","-","-","1973.21"
"13 Oct 2021","-","-","-","1973.03"
"12 Oct 2021","-","-","-","1972.87"
"11 Oct 2021","-","-","-","1972.70"
"08 Oct 2021","-","-","-","1972.20"
"07 Oct 2021","-","-","-","1972.03"
"06 Oct 2021","-","-","-","1971.86"
"05 Oct 2021","-","-","-","1971.70"
"04 Oct 2021","-","-","-","1971.53"
"01 Oct 2021","-","-","-","1971.00"
"30 Sep 2021","-","-","-","1970.82"
"29 Sep 2021","-","-","-","1970.64"
"28 Sep 2021","-","-","-","1970.46"
"27 Sep 2021","-","-","-","1970.29"
"24 Sep 2021","-","-","-","1969.76"
"23 Sep 2021","-","-","-","1969.58"
"22 Sep 2021","-","-","-","1969.40"
"21 Sep 2021","-","-","-","1969.22"
"20 Sep 2021","-","-","-","1969.05"
"17 Sep 2021","-","-","-","1968.52"
"16 Sep 2021","-","-","-","1968.34"
"15 Sep 2021","-","-","-","1968.16"
"14 Sep 2021","-","-","-","1967.99"
"13 Sep 2021","-","-","-","1967.82"
"09 Sep 2021","-","-","-","1967.13"
"08 Sep 2021","-","-","-","1966.96"
"07 Sep 2021","-","-","-","1966.80"
"06 Sep 2021","-","-","-","1966.63"
"03 Sep 2021","-","-","-","1966.15"
"02 Sep 2021","-","-","-","1965.98"
"01 Sep 2021","-","-","-","1965.82"
"31 Aug 2021","-","-","-","1965.65"
"30 Aug 2021","-","-","-","1965.49"
"27 Aug 2021","-","-","-","1964.98"
"26 Aug 2021","-","-","-","1964.81"
"25 Aug 2021","-","-","-","1964.64"
"24 Aug 2021","-","-","-","1964.47"
"23 Aug 2021","-","-","-","1964.31"
"20 Aug 2021","-","-","-","1963.80"
"18 Aug 2021","-","-","-","1963.46"
"17 Aug 2021","-","-","-","1963.29"
"16 Aug 2021","-","-","-","1963.12"
"13 Aug 2021","-","-","-","1962.62"
"12 Aug 2021","-","-","-","1962.45"
"11 Aug 2021","-","-","-","1962.28"
"10 Aug 2021","-","-","-","1962.12"
"09 Aug 2021","-","-","-","1961.96"
"06 Aug 2021","-","-","-","1961.46"
"05 Aug 2021","-","-","-","1961.30"
"04 Aug 2021","-","-","-","1961.14"
"03 Aug 2021","-","-","-","1960.97"
"02 Aug 2021","-","-","-","1960.80"
"30 Jul 2021","-","-","-","1960.28"
"29 Jul 2021","-","-","-","1960.11"
"28 Jul 2021","-","-","-","1959.93"
"27 Jul 2021","-","-","-","1959.76"
"26 Jul 2021","-","-","-","1959.59"
"23 Jul 2021","-","-","-","1959.07"
"22 Jul 2021","-","-","-","1958.89"
"20 Jul 2021","-","-","-","1958.54"
"19 Jul 2021","-","-","-","1958.37"
"16 Jul 2021","-","-","-","1957.85"
"15 Jul 2021","-","-","-","1957.67"
"14 Jul 2021","-","-","-","1957.50"
"13 Jul 2021","-","-","-","1957.33"
"12 Jul 2021","-","-","-","1957.15"
"09 Jul 2021","-","-","-","1956.64"
"08 Jul 2021","-","-","-","1956.47"
"07 Jul 2021","-","-","-","1956.31"
"06 Jul 2021","-","-","-","1956.13"
"05 Jul 2021","-","-","-","1955.96"
"02 Jul 2021","-","-","-","1955.44"
"01 Jul 2021","-","-","-","1955.27"
"30 Jun 2021","-","-","-","1955.10"
"29 Jun 2021","-","-","-","1954.92"
"28 Jun 2021","-","-","-","1954.75"
"25 Jun 2021","-","-","-","1954.23"
"24 Jun 2021","-","-","-","1954.06"
"23 Jun 2021","-","-","-","1953.88"
"22 Jun 2021","-","-","-","1953.71"
"21 Jun 2021","-","-","-","1953.53"
"18 Jun 2021","-","-","-","1953.01"
"17 Jun 2021","-","-","-","1952.83"
"16 Jun 2021","-","-","-","1952.66"
"15 Jun 2021","-","-","-","1952.48"
"14 Jun 2021","-","-","-","1952.31"
"11 Jun 2021","-","-","-","1951.79"
"10 Jun 2021","-","-","-","1951.61"
"09 Jun 2021","-","-","-","1951.44"
"08 Jun 2021","-","-","-","1951.26"
"07 Jun 2021","-","-","-","1951.09"
"04 Jun 2021","-","-","-","1950.57"
"03 Jun 2021","-","-","-","1950.40"
"02 Jun 2021","-","-","-","1950.23"
"01 Jun 2021","-","-","-","1950.06"
"31 May 2021","-","-","-","1949.88"
"28 May 2021","-","-","-","1949.36"
"27 May 2021","-","-","-","1949.19"
"26 May 2021","-","-","-","1949.02"
"25 May 2021","-","-","-","1948.84"
"24 May 2021","-","-","-","1948.67"
"21 May 2021","-","-","-","1948.13"
"20 May 2021","-","-","-","1947.96"
"19 May 2021","-","-","-","1947.78"
"18 May 2021","-","-","-","1947.61"
"17 May 2021","-","-","-","1947.43"
"14 May 2021","-","-","-","1946.91"
"12 May 2021","-","-","-","1946.56"
"11 May 2021","-","-","-","1946.38"
"10 May 2021","-","-","-","1946.21"
"07 May 2021","-","-","-","1945.69"
"06 May 2021","-","-","-","1945.51"
"05 May 2021","-","-","-","1945.34"
"04 May 2021","-","-","-","1945.17"
"03 May 2021","-","-","-","1945.00"
"30 Apr 2021","-","-","-","1944.48"
"29 Apr 2021","-","-","-","1944.31"
"28 Apr 2021","-","-","-","1944.14"
"27 Apr 2021","-","-","-","1943.96"
"26 Apr 2021","-","-","-","1943.79"
"23 Apr 2021","-","-","-","1943.28"
"22 Apr 2021","-","-","-","1943.11"
"20 Apr 2021","-","-","-","1942.77"
"19 Apr 2021","-","-","-","1942.60"
"16 Apr 2021","-","-","-","1942.08"
"15 Apr 2021","-","-","-","1941.91"
"13 Apr 2021","-","-","-","1941.57"
"12 Apr 2021","-","-","-","1941.40"
"09 Apr 2021","-","-","-","1940.91"
"08 Apr 2021","-","-","-","1940.75"
"07 Apr 2021","-","-","-","1940.61"
"06 Apr 2021","-","-","-","1940.44"
"05 Apr 2021","-","-","-","1940.29"
"01 Apr 2021","-","-","-","1939.59"
"31 Mar 2021","-","-","-","1939.41"
"30 Mar 2021","-","-","-","1939.23"
"26 Mar 2021","-","-","-","1938.54"
"25 Mar 2021","-","-","-","1938.36"
"24 Mar 2021","-","-","-","1938.19"
"23 Mar 2021","-","-","-","1938.02"
"22 Mar 2021","-","-","-","1937.84"
"19 Mar 2021","-","-","-","1937.32"
"18 Mar 2021","-","-","-","1937.15"
"17 Mar 2021","-","-","-","1936.97"
"16 Mar 2021","-","-","-","1936.80"
"15 Mar 2021","-","-","-","1936.63"
"12 Mar 2021","-","-","-","1936.11"
"10 Mar 2021","-","-","-","1935.76"
"09 Mar 2021","-","-","-","1935.59"
"08 Mar 2021","-","-","-","1935.42"
"05 Mar 2021","-","-","-","1934.90"
"04 Mar 2021","-","-","-","1934.73"
"03 Mar 2021","-","-","-","1934.57"
"02 Mar 2021","-","-","-","1934.40"
"01 Mar 2021","-","-","-","1934.23"
"26 Feb 2021","-","-","-","1933.72"
"25 Feb 2021","-","-","-","1933.55"
"24 Feb 2021","-","-","-","1933.39"
"23 Feb 2021","-","-","-","1933.24"
"22 Feb 2021","-","-","-","1933.09"
"19 Feb 2021","-","-","-","1932.67"
"18 Feb 2021","-","-","-","1932.54"
"17 Feb 2021","-","-","-","1932.41"
"16 Feb 2021","-","-","-","1932.29"
"15 Feb 2021","-","-","-","1932.15"
"12 Feb 2021","-","-","-","1931.66"
"11 Feb 2021","-","-","-","1931.50"
"10 Feb 2021","-","-","-","1931.33"
"09 Feb 2021","-","-","-","1931.16"
"08 Feb 2021","-","-","-","1930.99"
